surah,verse,tokens,seconds_husary,seconds_minshawi,seconds_abdulbasitmurattal,seconds_abdurrahmaansudais,seconds_saoodshuraym
4,55,11,16.5,13.4,14.2,11.2,8.6
4,56,20,31.2,26.2,28.2,21,17.6
4,57,20,37.5,29.5,33,21.1,24.2
4,58,25,40.6,36.8,34.3,20.1,19.3
4,59,28,46.7,37.8,38.9,28.1,21.6
4,60,30,52,38.7,49.3,23.9,20.6
4,61,15,21.6,18,19.4,11.4,10.8
4,62,16,33.5,31.1,34.5,15.9,13.8
4,63,16,23.9,19.5,20.5,14.5,12.3
4,64,23,39.1,32.6,31.7,28,19
4,65,19,31.7,31.3,24.2,16.5,15.8
4,66,27,39.3,31.3,32.2,20.6,19.2
4,67,6,13.2,10.1,11,5.7,5.1
4,68,3,8.9,6.6,6.9,4.9,3.9
4,69,18,37.5,26.8,28.6,22.5,25.7
4,70,7,16.4,8.2,8.8,6.9,5.1
4,71,10,18.1,14,14.8,8.7,8.2
4,72,17,24.3,21.4,21.8,14.2,12.3
4,73,18,31.9,36.5,23.2,19.3,15.1
4,74,21,33.1,26.9,24.2,16.6,15.8
4,75,31,51.9,45,51.5,32.3,25.8
4,76,20,44.4,27.9,28.1,18.1,17.3
4,77,48,91.8,61.1,68.4,41.4,35.4
4,78,36,64.4,51.1,50.7,32.6,29.8
4,79,18,37.5,27.4,28,16.4,14
4,80,12,24.6,15.1,15.4,13.5,8.7
4,81,24,45.5,32.2,39.4,21.8,18.7
4,82,13,22.3,15,15.8,12.4,9.3
4,83,30,50.4,36.3,36.2,24.3,21.9
4,84,22,36.2,25.6,25.9,18.7,16.3
4,85,22,37.4,30,28.5,18.4,17.1
4,86,15,27.9,20.4,20.5,13,12
4,87,17,29.2,18.8,18.3,18.3,13.6
4,88,22,35.1,30.7,26.1,20,17
4,89,28,55.1,36.7,37.3,30,29
4,90,36,70,55.9,46,37.5,36.5
4,91,32,65.5,44.7,45.6,37.4,30.7
4,92,60,112.8,79.6,81.5,64.4,50.3
4,93,16,32.7,27.2,23.2,27.5,16.7
4,94,39,89.5,56.5,60.3,37.1,32.5
4,95,33,67.6,43.2,44.1,32.1,28.4
4,96,8,18.5,11.8,12.6,8.5,7.9
4,97,27,51.5,42.4,42.6,30.3,27.6
4,98,12,19.3,17.2,18.4,12,11.8
4,99,10,17.6,12.6,12.2,9.4,8.8
4,100,31,44.1,35.1,34.3,24.2,24.1
4,101,23,30.5,25.8,26.1,22.3,17.4
4,102,62,109,90.8,93.9,67.1,55.6
4,103,20,35.2,28.5,28.8,21,17.8
4,104,22,36,26,26,23.1,17
4,105,15,32.1,23.9,22.8,15.2,13.8
4,106,7,15.4,9.5,9.5,6,5.9
4,107,14,22.9,17.1,16.4,11.1,10.2
4,108,21,31.1,21.9,21.5,16,14.2
4,109,18,44.9,31.5,32.9,17.9,14.7
4,110,13,24.4,15.2,15.7,11.8,10.2
4,111,11,19.5,14.9,14.7,10.6,9.4
4,112,14,26.1,18.9,19.6,18,18.5
4,113,33,62.4,50.7,43,36.2,27.5
4,114,26,43.7,30.5,29.4,22.6,19.4
4,115,20,37.6,31.7,25.1,21.6,16.6
4,116,20,30.4,23.3,23.2,16.8,14.1
4,117,11,22.8,16.1,16.8,9.2,9.1
4,118,8,19.8,13.4,12.3,8.8,7.4
4,119,21,51.4,37.5,36.7,28.5,23.9
4,120,7,17.6,11.7,10.4,8.3,6.5
4,121,7,15.4,10.7,11.1,10.7,6.7
4,122,21,40.9,28.5,28.1,19.6,19.7
4,123,20,36.4,25.2,23.8,17.9,14.3
4,124,16,27.6,21.2,22.3,19.6,13.3
4,125,17,32.1,23.7,24.6,14.9,13.8
4,126,12,20.5,13.8,13.7,9.1,8
4,127,40,80.6,67,63.7,42.6,36.7
4,128,29,57.4,39,39.8,35.8,25.2
4,129,22,46.1,31.4,33.7,22.2,20.3
4,130,11,22,16.4,17.9,10.1,9.1
4,131,32,52.1,31.1,36.7,22.7,21.1
4,132,10,16.4,9.7,12,7.6,6.6
4,133,12,22.7,13.7,16.4,11.7,8.9
4,134,14,27.4,16.5,19.5,17,11.2
4,135,37,75.7,49.6,53.2,34,28.9
4,136,28,58.7,38.7,43.4,27.6,23.5
4,137,20,33.5,20.4,23.7,18.2,13.9
4,138,6,11.9,7.9,9.5,5.7,5.2
4,139,14,34,21.2,24.2,15.5,15
4,140,33,58.9,35,39.2,28.1,25.1
4,141,36,78.2,51,49.6,30.7,28
4,142,19,57.1,30.9,25.1,17.2,15.8
4,143,16,32.8,23.3,28.6,15.7,12.7
4,144,17,38.5,24.1,27.9,17.7,15.8
4,145,11,17.2,11.6,14.8,10,8.1
4,146,18,36.8,23.2,25.3,24,16.1
4,147,11,23.5,14.1,17.1,15.8,10.8
4,148,14,23.5,17.4,18.3,12.7,10.4
4,149,14,24.6,15.3,18.8,17.4,10.5
4,150,22,49.9,29.1,31.3,23.7,18.5
4,151,8,22.7,14.3,16,9.6,9.4
4,152,17,33.7,20.5,23.8,16.4,14.6
4,153,37,70,47.1,61.5,33.7,30.7
4,154,19,32.9,19.4,23.6,15.5,16.2
4,155,22,43,29.6,33.9,23.5,19.3
4,156,6,13.3,8.2,10.2,5.6,5.6
4,157,34,54.4,36.4,41.8,27.8,25.1
4,158,8,15.8,9.2,11.3,6.4,7.6
4,159,14,24,15.6,17.5,13.7,10.5
4,160,14,28.3,15.9,19.9,12.6,11.3
4,161,14,28.3,18.3,20.8,13.8,11.8
4,162,26,58.8,35.8,42.8,27.2,23.9
4,163,25,50.8,42.1,48.5,26.1,23.5
4,164,14,20.3,15.7,19.5,11.6,10.9
4,165,15,23.2,19,23.3,14.4,12.1
4,166,13,25.6,21.3,22.7,13.4,12.4
4,167,11,14,11.6,14.1,8.1,7.8
4,168,12,14.5,11.9,14.7,9.8,8.3
4,169,11,18.2,13.9,15.7,11.5,9.4
4,170,23,37.8,27.8,31.6,22.2,17.9
4,171,53,85.1,62.4,73.5,40.8,38.5
4,172,18,33.1,24.8,28.9,17.5,16.3
4,173,26,45.6,33.7,40.3,23.4,21.9
4,174,11,24.4,19.5,21.5,11.3,9.9
4,175,15,26.4,29.4,22.9,14,12.5
4,176,50,77.7,71.2,70.7,43.2,37.2
5,1,23,39.6,33,32.1,19.4,19.1
5,2,52,110.8,81.4,78.2,50.8,41.7
5,3,61,109.7,99.6,84.7,59.8,48.8
5,4,31,59.5,56.4,45,26.8,23.7
5,5,43,97.4,83.3,68.5,38.7,37.1
5,6,61,123.8,127,103.5,57.9,52.6
5,7,19,37.6,30.1,27.8,16.2,15.2
5,8,26,55.3,44.5,39.2,24.2,21.5
5,9,10,18.2,15.8,13.5,7.9,7.7
5,10,7,19.3,14.1,12.6,11,7.7
5,11,23,45,49.9,32.9,20.2,19.9
5,12,45,97.4,91.6,74.6,47.3,39.9
5,13,32,63.4,60.2,52.9,31.8,26
5,14,25,59.5,52.8,35.8,22.8,21.4
5,15,23,45.6,52.7,33.6,21.5,18.4
5,16,18,37,40.4,21.7,14.4,13.6
5,17,42,65.4,55,50.6,32,31.6
5,18,30,63.7,54.7,47.9,32.3,27.8
5,19,28,60.3,43,42.2,29.5,25.3
5,20,22,52.1,28.5,28.5,20.5,16.6
5,21,14,26.2,17.1,19.6,13.2,12
5,22,17,46.9,30.2,25.8,15.4,14
5,23,21,41.8,27.6,30,19.5,17.1
5,24,16,42.2,23.7,25.6,16.1,13.1
5,25,13,25.3,15.1,16.5,10.4,9.6
5,26,14,30.8,17.1,20.2,15.5,12.9
5,27,24,42.4,30.5,28.6,19,19.9
5,28,16,32.2,21.6,21.5,13.7,13.7
5,29,13,31.4,19.8,21.3,13.5,13.6
5,30,9,21.1,10,11.2,7.4,7.8
5,31,25,46.3,28.2,29.8,20.3,19.6
5,32,40,96.1,67,63.1,38.2,43.4
5,33,34,66.7,44.2,42.9,29.8,34.7
5,34,13,22.4,15.6,16.5,10.1,11.4
5,35,13,26.6,18.3,19.9,11.7,11.4
5,36,24,38.9,23.7,26.1,18.5,18.4
5,37,12,24.2,15.2,16.3,12.8,13.9
5,38,13,32.3,18.6,20.7,13.1,12.6
5,39,14,28.2,16.4,18.8,11.4,11.4
5,40,19,39.7,24.2,25.8,18.4,17.8
5,41,67,94.8,79.3,87,61.9,50.7
5,42,26,50.2,35.7,41.3,26.9,28.1
5,43,15,30.3,20.7,23,18.3,13
5,44,41,86.2,63.6,59.4,45.8,38.6
5,45,31,60.3,44.5,47.6,31.4,26.7
5,46,26,47.3,31.7,44,23.8,20.8
5,47,16,31.5,22.8,24.3,18.2,14.9
5,48,51,108.3,73,80.4,53.4,42.9
5,49,33,65.3,45,51,32.3,27.8
5,50,10,20.6,12.4,14.5,16.3,11.1
5,51,22,50.4,36,37.4,26,19.7
5,52,28,48.9,34.4,40.4,26.7,24.2
5,53,15,35.1,23.3,26.8,17.1,14.2
5,54,37,75.9,58.8,70.2,38,36
5,55,13,26.6,15.6,19.7,15.3,11.6
5,56,11,20.4,13,15.2,11.6,9.6
5,57,23,44.1,38.9,49,24,20.7
5,58,12,24,14.8,16.8,10.6,12.1
5,59,20,38.1,32.9,37.3,19.3,15
5,60,27,54.2,34.4,38.1,26.6,22.2
5,61,16,29.9,19.5,20.6,13,12.5
5,62,13,24.3,15.8,16.8,11.4,10
5,63,13,26.2,16.8,18.4,13.3,10.8
5,64,47,97.4,64.8,70,48.7,39.8
5,65,12,25.9,16.9,18.3,11.5,10.7
5,66,24,50.5,33.8,40.1,29.5,19.6
5,67,24,45.7,31.1,28.4,20.2,16.4
5,68,30,58.1,38.9,42.1,27.3,22.4
5,69,20,54.2,29.1,25,20.5,18.5
5,70,19,47.7,30.5,36.9,22.1,17.3
5,71,19,39,25.5,27.8,20.2,15.3
5,72,33,66.1,41.2,42.7,30.9,27.1
5,73,25,49.1,29.7,32.9,20.6,18.3
5,74,8,18.3,11.4,12.3,9.3,7.1
5,75,25,46.6,29.7,32.6,23.7,21.5
5,76,16,25.1,16.1,17.5,14.2,10.5
5,77,23,62.7,39.3,30,24.2,24.6
5,78,17,31.3,20.4,21.9,15.2,12.3
5,79,10,20.9,13.2,13.5,11,7.5
5,80,19,36.8,21.8,22.3,16.1,14
5,81,15,32.5,21.4,23.6,22.6,15.2
5,82,26,60.7,39.5,42.3,30.2,26.7
5,83,21,38.9,27.1,40.9,21,17.5
5,84,16,27.3,17,18.5,15,12
5,85,14,31.7,20.5,21.8,15.5,14.8
5,86,7,18,12.1,13.3,9.1,9.1
5,87,17,31.8,20.8,22.4,15.6,12.9
5,88,12,26.7,16.5,18.8,12.5,10.3
5,89,45,92.5,58.2,61.7,46.6,39.2
5,90,15,36.7,23.3,26.4,16.7,14.1
5,91,20,40,27.8,27.3,18.6,17.9
5,92,13,30,19.3,18.8,12.6,11.5
5,93,24,51.3,35.6,30.8,24.6,21.3
5,94,23,67.2,31.9,31.9,23.7,19.8
5,95,50,84.4,69.1,79.6,42.3,40.7
5,96,20,32.7,24.2,23.6,20.3,16.3
5,97,27,40.6,35.2,32.3,23.4,20.6
5,98,9,16,12.9,13.1,7.5,7.4
5,99,11,17.5,12.3,12.6,8,8.1
5,100,15,27.9,18.7,18.4,13.7,12.1
5,101,25,36.1,29.5,28.3,20.4,18.8
5,102,9,15.4,11.2,10.8,7.7,6.7
5,103,21,45,34.5,35.3,20,19.6
5,104,24,39.4,29.3,28.6,24,21.1
5,105,19,37.8,25.5,27.6,17.3,17
5,106,51,83.1,69.1,66.4,48.5,40.9
5,107,26,56.6,38.7,42.7,28.7,22.2
5,108,22,42.3,30.2,28.7,17.3,16.8
5,109,15,25.4,19.1,18.1,12.5,10.7
5,110,63,104.2,74.6,105.6,49.3,54.8
5,111,13,23.9,15.8,17.5,13.8,10.7
5,112,21,35.7,26.1,25.7,16.6,17.1
5,113,15,24.1,16.3,18.7,15,11.5
5,114,22,43.8,32.8,34.8,21.1,20.5
5,115,17,35,23.8,35,14.8,14.2
5,116,44,66.9,46,49.8,30.1,29.6
5,117,29,51.5,32.9,36.4,22.9,21.2
5,118,11,22.9,14.3,16,22.5,10.4
5,119,24,46.2,28.2,31.5,19.2,19.3
5,120,11,20,12.2,14.2,11.9,9.8
6,1,14,29,17.8,17.5,11,11.9
6,2,14,31,20,22.2,11,12.2
6,3,12,18.6,11.4,11.8,8.3,8.5
6,4,11,20.7,11.6,12.7,8.5,8.2
6,5,12,27.4,16.8,17,11.7,11.2
6,6,31,67.9,44.1,54.2,26.8,25.9
6,7,16,31.6,19.7,21.1,15.2,12.3
6,8,13,24.4,16.8,18.3,10.7,10.2
6,9,9,19.1,11.5,13.1,10.3,7.6
6,10,13,24.3,14.1,16.4,10.1,9.6
6,11,10,18.1,10.5,10.9,7,8.3
6,12,25,45.7,28.4,31.7,18.2,18.2
6,13,9,17.4,12.4,9.8,5.6,6.1
6,14,24,39,25.3,27.4,16.4,16.5
6,15,9,15.6,9.4,10,6.8,5.9
6,16,9,17.5,10.8,12.1,6.5,7.2
6,17,17,28.5,18.9,20.2,11.8,12.5
6,18,7,16.9,8.3,9.4,5.6,5.5
6,19,37,75.4,46.4,52,30.3,30.2
6,20,13,35.6,20.7,22,12.2,13.5
6,21,14,23.1,14.4,16.4,13.2,9.9
6,22,12,25.8,17.6,18.4,11.7,11.2
6,23,12,22.5,14.5,16.3,9.2,8.6
6,24,10,21.3,13.6,13.5,7.7,7.8
6,25,32,71.9,42.8,48.9,25.5,24.9
6,26,11,20.4,15.5,15.8,8.3,8.7
6,27,16,28.2,16.6,19.3,13.9,11.3
6,28,16,25.8,16.2,19,11,10.6
6,29,9,18.4,9.7,13,6.1,7.3
6,30,19,37.3,21.8,27.5,14.6,13.1
6,31,26,54,39,43.1,24,24.1
6,32,13,31.1,19.3,22.3,10.2,11.2
6,33,14,33,19.2,22.5,15.9,13
6,34,22,43.3,28.7,32.3,18.3,18.8
6,35,28,51,33.6,40.7,25.1,24.4
6,36,10,24.3,17.2,18.1,13.3,11.1
6,37,19,35.5,22.9,27.8,13.7,13.4
6,38,22,45.7,30.8,35.1,19.2,21.3
6,39,17,34.9,21.9,26.6,13.5,15.6
6,40,15,26.3,17.5,20.1,11.2,10.8
6,41,12,22,15.2,16.6,9.1,11
6,42,11,28.7,20.3,23.7,14.5,12.5
6,43,14,29.7,19.2,22.4,13.5,11.7
6,44,20,51.1,37.4,38.6,15.6,16.5
6,45,9,18.5,12.1,13.8,8.2,7.1
6,46,23,34.2,26.2,32.5,18.2,18.9
6,47,14,19,13.6,17.7,11.5,9.1
6,48,15,24.6,18.6,22,10.8,12.1
6,49,8,16.7,11.6,13.5,10.6,7.4
6,50,28,49.5,35.4,48.6,19.3,18.6
6,51,17,29.5,21,25.4,14.1,16
6,52,25,60.7,35.9,43.9,20.5,21.4
6,53,15,35.2,25.2,29.8,14.6,14.4
6,54,27,50.7,35.4,55.3,25,27.7
6,55,6,13.9,9.8,12,7.4,6.6
6,56,21,35.7,24.7,29.6,14.7,13.8
6,57,22,41.4,26.8,31.7,17.3,16.3
6,58,14,25.1,16.4,20.3,13.8,10.5
6,59,31,52.3,36.4,43.1,24.3,23.7
6,60,22,47.3,33.4,49.6,22.4,20
6,61,17,35.6,23.1,30.7,14.7,14.5
6,62,12,23.6,15.1,17.8,9.8,10.3
6,63,17,34.3,21.4,34.2,18.8,15.2
6,64,10,19.4,13.9,15.2,9.5,7.9
6,65,27,47.3,35.7,37.8,23.5,22
6,66,9,16.6,10.6,13.5,8.8,6.9
6,67,5,13.4,7.3,9.8,8.4,6.1
6,68,23,43.3,27.8,32.9,18.8,18.8
6,69,12,23.6,14,17,10.3,9.9
6,70,45,87.2,54.2,79.9,40.2,40.3
6,71,39,73.8,49.2,73.2,35.8,28.1
6,72,8,17.9,10.7,12.8,6.7,6.3
6,73,24,46.9,29.8,35,24.9,20.1
6,74,14,27.5,20.9,21.3,13,12.2
6,75,9,20.2,12.7,16.7,9.2,8.9
6,76,15,28.9,20.5,24.5,12.1,12.5
6,77,18,35.8,24.2,30.4,16.5,16.2
6,78,17,36.9,25.2,30.1,16.2,16.5
6,79,12,23.2,14.9,19.6,10.5,9.7
6,80,25,60.9,42.3,47.8,28.2,26.3
6,81,22,45.4,27.6,37,20.9,18.1
6,82,11,24.7,16.3,20.1,19.1,12.6
6,83,14,33.5,21.8,27.9,14.8,13.2
6,84,21,49.8,30.5,37.5,20.4,19.4
6,85,7,18.1,10.2,14.1,7.5,6.6
6,86,8,19.2,13.1,15.7,8.2,8.4
6,87,9,28,15.4,21.5,11.7,12.1
6,88,16,26.8,19.9,22.4,13.1,12
6,89,17,39.2,24.9,29.9,17.4,16.5
6,90,16,33.6,20.5,25.1,17.2,14.6
6,91,44,86.9,59.4,73.3,38.6,36.6
6,92,22,46.9,28.7,37.3,23.5,19.5
6,93,49,89.9,63.5,85.4,49.1,36.5
6,94,29,64.1,40.6,62.2,37.1,28.6
6,95,17,36.1,22.3,25.2,14.5,13.8
6,96,12,25.2,15.1,20.3,11.5,10.6
6,97,16,29.8,17.1,24.2,13.2,12.3
6,98,13,32.7,20.9,25.9,15.5,13.5
6,99,44,115.3,69.2,90.8,44,48
6,100,15,35.8,21.3,27.8,17.5,14.2
6,101,18,34.1,21.1,30.3,16.4,13
6,102,16,33.5,17.4,22.7,15.5,11.2
6,103,9,18.2,10,14.1,11,7.4
6,104,15,32.9,20.1,24.9,18.4,13.8
6,105,8,19.1,12.3,16.1,9.3,9.2
6,106,13,26.4,13.2,14.5,8.9,7.9
6,107,13,32.3,18.6,19.4,13.1,11.4
6,108,25,48.2,29.9,41.8,22.4,22.7
6,109,21,46.2,31.4,31.3,22.4,20
6,110,13,31.5,17.9,18.9,19.9,10.9
6,111,22,48,37.3,39.3,22.4,22.8
6,112,23,43.1,27.1,32.4,20.8,19.4
6,113,12,24.1,15.7,19.4,11.2,11
6,114,23,45.9,30.4,36.3,21.1,21.6
6,115,11,21.4,13.4,16.3,9.6,9.7
6,116,18,30.5,18.8,22.2,11.9,12
6,117,11,20.3,11.2,14,7.9,7.9
6,118,10,18.6,12.2,14.1,7.9,8
6,119,30,51.7,34.1,40.4,23.5,25.9
6,120,12,26.8,14.4,18.3,11.5,10.2
6,121,20,44.4,29.1,33.7,22.8,18.7
6,122,24,40.8,28.5,33.6,26.9,20
6,123,15,29.8,18.5,22,15.3,12.7
6,124,29,54.9,35.3,42.7,34.4,23
6,125,28,49.7,34.1,40,25.8,21.7
6,126,9,21.8,12.4,16,9.5,8
6,127,10,19.4,13.2,13.7,9.4,7.5
6,128,35,73.7,47.9,56.2,35.6,31.1
6,129,8,17.7,10.7,13.3,10.7,7.1
6,130,27,67.4,40.5,52.7,32.1,28.3
6,131,10,18.5,10.6,13.2,8.1,7
6,132,9,21.5,13.4,16.1,9.5,8
6,133,18,37.1,23.3,29,20.7,14.4
6,134,7,18.6,12,12.7,7.6,5.9
6,135,18,35.7,20.5,26.6,16.8,14.2
6,136,31,63.1,38.7,46.6,32.9,26.1
6,137,20,44.2,27.3,32.3,23.3,19.7
6,138,26,64.9,51,48.9,24.7,23.6
6,139,22,47.9,30.7,36.4,20.8,19.5
6,140,20,40.6,24.3,28.6,20.1,16.9
6,141,31,81.1,50.3,63,30.3,27.6
6,142,16,35.8,20.7,26.6,14.6,13.7
6,143,23,54.2,29.6,38.2,24.7,20.1
6,144,40,79.2,46.3,59.3,38.2,33.5
6,145,39,75.9,50.1,63.8,32.2,29.3
6,146,28,56.4,33.1,41.8,27.2,23.7
6,147,13,25.5,14.2,19.1,10.3,9.5
6,148,37,72.7,49.8,56.4,31.2,27.1
6,149,8,17.9,10.5,13.1,8.9,7.3
6,150,27,58,32.5,45,27.5,29.7
6,151,42,87.3,49.2,64.4,35.8,31.7
6,152,35,68.8,39.8,52.2,26.8,24.7
6,153,17,36.9,22,29.9,17.5,15
6,154,17,41.6,27.1,32.5,18.8,16.4
6,155,8,20.6,12.9,16.6,9.4,8.3
6,156,14,32.6,21.1,26.6,13.5,16.3
6,157,35,71.1,45.7,56.7,29.3,27.7
6,158,37,67.4,42.4,55.9,28.4,30
6,159,19,39.2,23.3,29.1,14.4,14.8
6,160,16,36.7,21.1,27.2,14.4,13.4
6,161,16,35.2,22,27.8,13.7,12.6
6,162,9,18.1,11,14.3,8.5,7.1
6,163,8,17.5,8.1,11.2,6.3,5.9
6,164,29,55.8,31.5,42.8,22.6,20.7
6,165,21,57.8,25.5,33.7,23.4,23.3
7,1,1,14.3,10.8,10.2,10.5,9.6
7,2,13,22.8,14.5,19.8,13.7,10.7
7,3,14,30.6,19.7,25.9,15.3,12.8
7,4,10,21.1,13.8,17.6,11.6,11
7,5,12,26.3,16.9,21.6,16.6,10.3
7,6,6,18.2,10.1,12.5,8.3,7.3
7,7,6,17.5,10.7,14.1,9.4,8.3
7,8,9,22.8,13.7,16.6,12.5,9.7
7,9,11,26.3,16,20.6,15.4,12.8
7,10,11,19.3,13.8,17.8,10.7,9.4
7,11,16,39,29.5,27.5,16.3,14.6
7,12,17,23.5,17.2,22.1,13.5,11.8
7,13,13,17.6,13.7,16.6,10.5,9
7,14,5,10.9,7.4,9.2,4.8,4.7
7,15,4,9.4,5.4,6,5,3.7
7,16,7,14.7,10.6,13.5,8.4,7
7,17,15,27.6,20.6,25.6,18.5,14.9
7,18,12,26.7,16.8,20.8,15.1,13
7,19,16,30,17.5,23.5,14.1,13.2
7,20,25,52.7,31,43.9,23.8,18.7
7,21,5,14.6,9.5,10.4,5.9,5.6
7,22,28,62.3,36.5,46.8,28.1,26.6
7,23,12,26.9,15.5,19.6,11.7,10
7,24,12,22.5,14,16.5,9.6,9.5
7,25,7,16.1,9.2,11,6.6,6.3
7,26,19,43.1,24.8,32.3,18.5,19.4
7,27,30,78.3,41.4,51,29.7,27.2
7,28,22,46.7,28.8,33.8,21.3,18.3
7,29,16,33.5,19.4,22.9,13.7,11.9
7,30,16,39.6,22.7,28,22.3,17.7
7,31,15,32.4,21.4,23,12.8,12.4
7,32,26,48.6,30.2,37.4,21.5,20.1
7,33,29,35.1,31.2,42.6,23.8,20.4
7,34,11,22.6,16.5,18.8,11.3,10.7
7,35,18,32.1,28,29.5,17.7,15.4
7,36,11,24.5,17.2,19.1,16.7,11.9
7,37,37,69.9,50.3,57.5,34,36.3
7,38,40,77.5,54.8,77.7,47.5,36.5
7,39,14,23.6,16,20.4,11.8,10.9
7,40,23,41.4,29.5,39.7,24.2,19.7
7,41,10,22.7,14.9,17,11.9,10.2
7,42,15,28.3,18.8,23.3,13.7,14.3
7,43,36,70.3,46.6,63.2,37.8,31.7
7,44,28,49.9,32.8,41.6,23.3,21.8
7,45,10,20.6,13.9,17.1,9.9,9.2
7,46,18,42.3,25.2,31.1,18.6,16.3
7,47,13,24.7,18.5,19.7,12.1,11.4
7,48,14,35.2,28.8,26.2,14.8,13.3
7,49,15,36.1,21.8,26.4,15.4,13.2
7,50,20,40.1,27.7,31.9,18.6,16.8
7,51,19,41.3,25.9,32.2,18.6,19.1
7,52,10,22.7,15,17.6,12.2,9.6
7,53,38,80.3,47.3,63.9,36.1,28.2
7,54,32,71,43,59.1,32.2,25.3
7,55,8,19.7,12,15.8,8.2,7.3
7,56,15,27.7,17.1,22.8,13.6,11.4
7,57,29,59.9,38.6,50.3,26.1,27.8
7,58,17,31.9,20.1,27.4,19.1,16
7,59,20,32.7,21.6,31.2,14.6,13.9
7,60,9,18.7,11.3,14.6,6.7,6.2
7,61,10,19.3,12.7,16.2,8.4,7.6
7,62,11,19.1,12.2,16.9,9,8.2
7,63,13,29.2,19.8,25.3,16.3,14.1
7,64,14,30.4,19.4,25.5,17,12.6
7,65,15,25.5,19.5,22,12.2,11.5
7,66,14,27,18.1,24.4,11.7,11.7
7,67,10,18.9,12.5,16.5,8.6,8.2
7,68,7,12.7,9.5,11.6,6.9,5.7
7,69,27,54.1,39,47,25.6,24.9
7,70,17,34.8,22.5,28.4,14.5,14.1
7,71,25,55.9,40.4,49.8,29.9,24.7
7,72,13,27.5,25.8,23.9,17.9,12.5
7,73,34,66.6,42.1,61.9,28.6,26.4
7,74,25,47.4,31.5,43.8,22.4,24.2
7,75,23,43.2,28.5,39.1,23.1,17.8
7,76,8,20,12.8,16.8,8.2,7.1
7,77,15,25.7,17.6,23.7,12,11.3
7,78,6,13.6,8.5,11,6.9,6.1
7,79,14,26,16,22.8,16.6,12.2
7,80,13,23.4,15.6,21,9.9,9.4
7,81,11,24,17.9,22,10.8,10.5
7,82,13,28.6,20.9,25.1,12.3,11.3
7,83,7,15.4,10.8,14.1,6.9,6.6
7,84,8,18.7,11.7,15.5,11.9,9.2
7,85,37,58.2,45.9,58.3,37,28.8
7,86,24,35.8,30.2,41.3,21.3,19.3
7,87,19,32.9,26.8,34.1,19.3,16.9
7,88,21,32.8,29,35.1,19.2,16.6
7,89,42,55.3,46.9,62.1,32.5,29.2
7,90,12,17.8,13.5,18.3,9.4,9.2
7,91,6,10.5,7.7,10.6,6.3,5.9
7,92,13,21.6,16.1,21.2,11.5,10.3
7,93,15,22.2,17.3,24.1,20,14.4
7,94,13,26.8,28.8,28.8,14.9,12.8
7,95,18,34.1,26.9,38.8,22.4,16.9
7,96,18,36.7,27.8,45.6,16.2,15.2
7,97,9,20.8,13.5,17.1,9.5,7.9
7,98,9,15.2,12.3,15.8,7.8,7.2
7,99,10,18.5,11.5,14.8,9.4,7.4
7,100,19,33.5,23.7,31.1,16.6,14
7,101,23,38.4,30.2,39.1,23.7,19.1
7,102,9,18.8,13.5,18.5,11.6,9.5
7,103,16,29.5,21.6,28.6,14.8,13.7
7,104,8,14.1,10,13.8,6.6,6.5
7,105,18,30.9,23.2,29.3,15.2,13.2
7,106,11,18.6,13.5,17.4,8.7,7.7
7,107,6,11.9,7.5,9.6,5.3,4.8
7,108,6,14.2,8.8,11.2,7.2,5.7
7,109,9,13.6,9,12.6,6.7,6
7,110,7,16.2,9.3,11.3,6.6,5.3
7,111,7,14.3,9.6,12.7,7.2,6.1
7,112,4,7.9,4.9,6.4,4.1,3.4
7,113,11,21.7,14.6,17.9,10.5,8.8
7,114,5,11.2,7,8.8,5.3,4.1
7,115,10,24.5,15.2,18.6,8,7.4
7,116,11,27.1,17.2,20.9,15.3,11.9
7,117,11,18.5,15.8,15.2,7.9,7.3
7,118,6,11.4,6.3,8.1,5.1,4.4
7,119,4,11,5.9,8,4.4,4.2
7,120,3,8.5,4.3,5.8,2.7,2.8
7,121,4,12.4,6.9,8.4,3.7,3.6
7,122,3,8.5,3.9,4.9,2.7,2.3
7,123,19,34.5,23.7,29,15.2,14.3
7,124,8,21.4,13.8,18.3,9.5,8.6
7,125,5,15.1,9.8,10.8,5.1,4.5
7,126,16,39.6,25.7,31.1,16,14.8
7,127,21,44,27.8,36.5,20.7,20.4
7,128,16,36.5,23.4,27.9,16.6,14.2
7,129,22,41.2,26.3,33.9,22.6,17.5
7,130,10,24.2,14.4,18.5,9.4,8.7
7,131,22,50.6,31.9,41.8,21.2,19.7
7,132,12,19.9,12.3,17.1,8.6,8
7,133,13,35.5,20,27.4,16.8,12.9
7,134,22,43.2,27.1,42.8,18.8,17.4
7,135,11,20.4,15.2,17.9,8.4,7.7
7,136,11,26.3,16.2,21.5,11.6,10.1
7,137,29,57.9,37.4,47.9,29.8,23.4
7,138,23,50,31.7,40.3,20.2,17.9
7,139,10,21,12.8,17.9,9.7,7.8
7,140,9,21.7,10.6,14.6,8.4,7.3
7,141,18,44,29.1,33.4,24.1,20.3
7,142,23,51.4,30.1,38.6,21.6,19
7,143,41,82.7,49.5,64.9,39.8,33.4
7,144,14,30.5,18.3,30.5,16.3,11.2
7,145,20,45.7,28.7,39.2,18.4,16
7,146,36,75.6,42.9,63.5,30.4,45.2
7,147,13,29,15.9,23,13.6,13.8
